from;to;weight
n5378;n5430;4
n5378;n5409;14
n5378;n5439;25
n5378;n11333;18
n5378;n5453;9
n5378;n5455;7
n5378;n5395;22
n5378;n11320;9
n5378;n5397;5
n5378;n5403;42
n5378;n9845;14
n5378;n5404;21
n5378;n5457;3
n5378;n5401;10
n5378;n5433;12
n5378;n5446;2
n5378;n5383;6
n5378;n5448;2
n5378;n5389;48
n5378;n11339;9
n5378;n5391;33
n5378;n5518;19
n5378;n11322;10
n5378;n9854;24
n5378;n5374;24
n5378;n5375;10
n5378;n9846;8
n5378;n5380;14
n5378;n5366;34
n5378;n5367;23
n5378;n11343;6
n5378;n5359;16
n5378;n5503;17
n5378;n5361;14
n5378;n5362;24
n5378;n5365;20
n5378;n9860;12
n5378;n5429;3
n5378;n5372;23
n5378;n5460;9
n5378;n11332;6
n5378;n5462;6
n5378;n3977;11
n5378;n3401;20
n5378;n5461;4
n5378;n5437;15
n5378;n5354;19
n5378;n5478;11
n5378;n5355;28
n5378;n5352;25
n5378;n5479;3
n5378;n5435;7
n5378;n5513;16
n5378;n5514;27
n5378;n5358;29
n5378;n5483;2
n5378;n5484;7
n5378;n5505;22
n5378;n9843;2
n5378;n5509;24
n5378;n11323;13
n5378;n9859;9
n5378;n5344;13
n5378;n5347;24
n5378;n11334;9
n9556;n4564;3
n9556;n13109;2
n9556;n11748;2
n9556;n4408;2
n9556;n1181;2
n9556;n4471;2
n9556;n9663;2
n9556;n9551;2
n9556;n10225;3
n9556;n9544;2
n9556;n14667;2
n9556;n13110;2
n9556;n11766;2
n9556;n280;4
n9556;n9552;8
n9556;n4533;2
n9556;n4540;2
n9556;n5223;4
n9556;n4571;2
n9556;n11771;2
n9556;n4518;2
n9556;n4516;2
n9556;n4517;2
n9556;n11767;2
n9556;n9555;2
n9556;n4483;3
n9556;n9948;3
n9556;n9562;2
n9556;n4578;2
n9556;n9560;3
n9556;n6494;2
n9556;n9565;2
n9556;n9548;2
n9556;n8064;4
n9556;n4554;2
n9556;n4553;2
n9556;n4556;3
n9556;n9554;3
n9556;n4555;4
n9556;n9941;2
n9556;n4478;2
n9556;n15963;2
n9556;n4541;2
n9556;n9586;2
n9556;n11775;2
n9556;n9547;3
n9556;n4513;4
n9556;n9598;2
n9556;n4526;3
n143;n1756;2
n143;n1591;2
n143;n6427;2
n143;n6197;2
n143;n106;5
n143;n153;3
n143;n6219;4
n143;n138;2
n143;n139;4
n143;n6278;3
n143;n60;2
n143;n69;2
n143;n121;2
n143;n10065;2
n143;n152;3
n143;n14363;3
n143;n10049;2
n143;n1936;2
n143;n132;2
n143;n141;3
n143;n10071;2
n143;n77;5
n143;n162;4
n143;n164;4
n15827;n1133;3
n15827;n1138;2
n15827;n1033;2
n15827;n12934;3
n15827;n1113;2
n15827;n1039;2
n15827;n11643;2
n15093;n15097;10
n1542;n1543;3
n1542;n5813;2
n1542;n16261;2
n1542;n12260;2
n1542;n11838;4
n1542;n12298;2
n1542;n5854;2
n1542;n3072;2
n1542;n11928;2
n1542;n15343;2
n1542;n2756;2
n1542;n5886;2
n1542;n11873;2
n1542;n12258;2
n1542;n12585;2
n1542;n13499;2
n972;n8953;3
n972;n8959;2
n972;n13668;2
n972;n960;2
n972;n8957;4
n972;n5101;2
n5057;n5052;2
n5057;n5056;5
n5057;n5059;2
n5057;n5069;3
n5057;n5051;2
n5057;n5047;6
n9721;n9757;2
n9721;n7876;2
n9721;n9723;2
n9721;n6959;2
n9721;n835;2
n9721;n7824;2
n9721;n862;2
n9721;n836;2
n9721;n9718;2
n9721;n909;4
n9721;n767;2
n9721;n805;2
n9721;n827;2
n9721;n6978;2
n9721;n919;2
n9721;n5578;2
n9721;n879;4
n9721;n803;4
n9721;n7868;2
n9721;n423;2
n9721;n844;2
n9721;n12232;2
n1604;n1602;2
n1604;n14073;2
n17252;n7230;3
n17252;n7236;2
n17252;n7303;4
n15297;n31;3
n15297;n15302;3
n15297;n9;2
n10861;n6705;2
n761;n756;2
n761;n386;2
n761;n14452;2
n761;n692;2
n761;n698;2
n761;n3918;2
n761;n671;2
n761;n672;2
n761;n388;2
n761;n3290;2
n761;n650;2
n761;n754;2
n761;n391;2
n761;n7766;3
n761;n716;2
n761;n724;2
n761;n701;2
n761;n707;2
n761;n683;3
n761;n7675;3
n761;n664;2
n761;n638;2
n761;n642;2
n761;n648;2
n761;n649;2
n761;n2926;3
n13443;n10279;2
n11707;n11740;3
n11707;n11709;2
n11707;n11680;2
n11707;n14538;2
n11707;n14193;3
n11707;n11711;2
n11707;n14203;2
n11707;n11714;2
n11707;n11708;2
n11707;n11687;2
n11707;n14200;2
n11707;n11722;3
n11707;n14171;3
n11707;n11760;2
n11707;n11666;3
n11707;n11712;2
n11707;n14206;2
n11707;n14183;3
n11707;n14184;2
n11707;n14560;3
n11707;n14579;2
n11707;n14561;2
n11707;n14202;2
n11707;n14550;2
n11707;n11701;2
n11707;n15085;3
n11707;n11703;2
n11707;n14182;2
n10904;n9098;2
n10904;n5538;2
n10904;n724;2
n10904;n15749;2
n10904;n7289;2
n4215;n2697;2
n4215;n3604;2
n4215;n3923;2
n4215;n4224;13
n4215;n3942;2
n4215;n2668;2
n4215;n13040;2
n4215;n8447;2
n4215;n628;2
n12683;n4722;2
n12683;n12687;2
n12683;n8001;2
n12683;n4670;3
n12683;n4733;2
n12683;n4758;2
n12683;n4775;2
n12683;n4535;2
n12683;n4704;2
n12683;n4706;2
n12683;n4713;2
n12683;n4759;2
n12683;n4691;2
n10061;n139;2
n10061;n6245;2
n10061;n3662;2
n10061;n1804;2
n10061;n1802;9
n10061;n10070;3
n10061;n1719;2
n10061;n6219;2
n10061;n143;2
n10061;n144;2
n10061;n1862;3
n10061;n1796;2
n10061;n106;18
n10061;n180;3
n10061;n6210;2
n10061;n1906;2
n10061;n14891;2
n10061;n176;7
n10061;n1616;2
n10061;n6197;2
n10061;n1953;2
n10061;n77;2
n10061;n164;9
n10061;n162;2
n10061;n1827;2
n10061;n1760;3
n10061;n141;2
n10061;n14363;2
n10061;n1716;2
n10061;n1746;2
n10061;n160;10
n10061;n2273;3
n10061;n10029;3
n10061;n63;2
n6803;n3722;2
n6803;n3719;2
n6803;n3460;2
n6803;n4038;2
n6803;n3717;2
n6803;n6929;2
n6803;n11089;2
n6803;n7122;4
n6803;n13039;3
n6803;n8624;2
n6803;n6800;2
n6803;n6970;2
n6803;n617;2
n6803;n3685;2
n6803;n4027;2
n6803;n2128;2
n6803;n4077;3
n6803;n7925;3
n6803;n3688;2
n6803;n5596;2
n6803;n4059;2
n6803;n7893;2
n6803;n5543;2
n6803;n4010;2
n6803;n8619;2
n6803;n14488;2
n6803;n4058;4
n6803;n5041;2
n6803;n605;2
n6803;n6758;2
n6803;n12846;2
n6803;n4025;2
n6803;n4076;2
n6803;n4052;2
n6803;n4934;2
n6803;n5669;2
n6803;n4929;2
n6803;n11087;2
n6803;n3483;3
n6803;n3467;2
n6803;n8318;3
n6803;n4073;2
n6803;n14860;3
n6803;n792;2
n6803;n7573;2
n6803;n15583;2
n6803;n4035;2
n6803;n8599;2
n6803;n14379;2
n11788;n14696;2
n11788;n106;3
n11788;n7538;2
n11788;n2274;2
n1112;n12824;3
n1112;n5270;7
n1112;n13809;5
n1112;n5233;2
n1112;n13816;4
n1112;n7597;3
n1112;n5251;3
n1112;n5261;4
n1112;n5340;2
n1112;n5341;2
n1112;n5308;3
n1112;n17292;3
n1112;n3003;4
n1112;n13815;4
n1112;n5334;2
n1112;n3006;2
n1112;n5248;3
n1112;n3004;2
n1112;n5246;2
n1112;n7602;2
n1112;n12827;4
n1112;n5333;2
n1112;n17644;5
n1112;n7621;3
n1112;n7598;2
n1112;n5284;3
n1112;n5263;3
n1112;n5318;3
n1112;n5288;3
n1112;n5332;2
n1112;n5280;3
n1112;n5259;3
n1112;n17293;2
n1112;n7608;2
n1112;n5256;5
n1112;n5269;4
n1112;n5338;2
n1112;n5293;3
n1112;n5268;2
n1112;n16672;2
n1112;n5327;2
n1112;n5297;2
n1112;n5236;3
n1112;n5286;2
n1112;n12825;4
n1112;n5244;3
n1112;n7622;2
n1112;n7605;3
n1112;n16253;2
n1112;n7601;3
n1112;n13811;2
n1112;n7619;3
n1112;n16673;2
n1112;n5229;4
n1112;n5266;2
n1112;n1114;3
n1112;n1052;7
n1112;n5336;2
n1112;n7604;9
n1112;n5257;4
n1112;n7616;2
n1112;n1059;3
n1112;n7617;2
n1112;n3005;2
n2054;n6952;2
n2054;n14502;3
n2054;n2099;2
n2054;n7188;2
n2054;n3344;2
n2054;n5558;2
n2054;n10082;2
n13881;n441;2
n13881;n8325;2
n13881;n900;2
n13881;n13886;2
n11183;n2570;2
n11183;n11841;2
n11183;n5870;2
n11183;n5908;2
n11183;n11865;2
n11183;n4653;3
n11183;n5909;2
n11183;n11874;2
n11183;n11166;3
n11183;n4626;2
n11183;n16555;2
n11183;n2545;2
n11183;n3106;2
n11183;n12732;2
n11183;n5961;2
n11183;n5852;2
n11183;n6529;2
n11183;n4652;2
n12060;n12054;3
n12060;n12069;2
n12060;n12057;2
n12060;n12058;7
n11530;n9058;2
n16662;n2004;5
n16662;n5758;7
n16662;n644;2
n12720;n12585;2
n12720;n5886;2
n12720;n3100;2
n12720;n6596;2
n12720;n14300;2
n12720;n12278;2
n12720;n11925;2
n12720;n12288;2
n12720;n11864;2
n12720;n12300;2
n12720;n12725;2
n12720;n13482;2
n10027;n12816;2
n10027;n1741;2
n10027;n3651;2
n10027;n1725;3
n10027;n1747;2
n10027;n1718;2
n10027;n189;2
n10027;n1976;2
n10027;n1694;3
n10027;n1840;2
n10027;n1681;2
n10027;n10037;2
n10027;n1570;2
n10027;n1729;4
n10027;n204;2
n10027;n1860;2
n10027;n1941;2
n10027;n1950;4
n10027;n1599;2
n10027;n10046;2
n10027;n1835;2
n10027;n1760;2
n10027;n1682;2
n10027;n1952;2
n10027;n6247;2
n10027;n1727;2
n10027;n11486;2
n10027;n1931;2
n4594;n3116;2
n4594;n4653;2
n4594;n2456;2
n4594;n3039;2
n4594;n8366;2
n4594;n3036;2
n4594;n13971;2
n160;n13089;2
n160;n1619;2
n160;n1688;12
n160;n193;7
n160;n65;6
n160;n6211;4
n160;n1969;2
n160;n1561;2
n160;n1796;6
n160;n1684;2
n160;n142;5
n160;n58;2
n160;n180;19
n160;n1964;3
n160;n1722;2
n160;n182;6
n160;n1674;3
n160;n131;11
n160;n6263;4
n160;n1741;10
n160;n1631;3
n160;n6210;5
n160;n1551;2
n160;n1708;2
n160;n6270;8
n160;n1815;14
n160;n164;44
n160;n136;5
n160;n2346;2
n160;n12320;4
n160;n1596;3
n160;n1840;2
n160;n6326;2
n160;n6258;2
n160;n17099;2
n160;n13081;2
n160;n177;9
n160;n1594;2
n160;n6445;3
n160;n408;2
n160;n1642;2
n160;n6228;3
n160;n93;9
n160;n127;15
n160;n6224;12
n160;n152;2
n160;n14363;10
n160;n1718;3
n160;n208;6
n160;n1703;3
n160;n116;3
n160;n1869;9
n160;n10066;11
n160;n10053;7
n160;n17218;3
n160;n14711;4
n160;n1834;5
n160;n6279;2
n160;n1732;2
n160;n61;5
n160;n1664;6
n160;n140;4
n160;n124;5
n160;n1804;12
n160;n10040;2
n160;n3660;8
n160;n1939;2
n160;n95;2
n160;n14689;2
n160;n1871;2
n160;n1972;10
n160;n90;2
n160;n146;2
n160;n6435;2
n160;n1861;3
n160;n6200;5
n160;n2281;7
n160;n2316;9
n160;n12500;4
n160;n1921;2
n160;n1573;2
n160;n114;2
n160;n2333;7
n160;n10058;3
n160;n10026;4
n160;n1756;3
n160;n119;5
n160;n1677;5
n160;n1760;11
n160;n1827;3
n160;n6412;5
n160;n1953;2
n160;n75;4
n160;n10069;3
n160;n195;2
n160;n196;2
n160;n1727;4
n160;n178;2
n160;n12361;2
n160;n14922;3
n160;n14696;4
n160;n1950;4
n160;n14719;2
n160;n1746;5
n160;n14356;2
n160;n1659;2
n160;n3659;3
n160;n105;17
n160;n10029;12
n160;n1752;7
n160;n1639;2
n160;n10065;4
n160;n6262;2
n160;n69;2
n160;n2289;3
n160;n191;6
n160;n137;20
n160;n1730;2
n160;n6207;3
n160;n167;5
n160;n12446;5
n160;n1660;2
n160;n130;3
n160;n1636;4
n160;n1738;3
n160;n1726;2
n160;n1906;11
n160;n6238;5
n160;n11955;2
n160;n3663;10
n160;n1661;3
n160;n2291;3
n160;n154;2
n160;n1848;5
n160;n17641;3
n160;n2345;2
n160;n2343;14
n160;n1803;2
n160;n1757;3
n160;n1625;18
n160;n1851;5
n160;n126;4
n160;n6327;2
n160;n6188;2
n160;n159;22
n160;n1553;6
n160;n203;11
n160;n10054;3
n160;n103;4
n160;n168;7
n160;n15055;2
n160;n2273;22
n160;n2274;2
n160;n10064;3
n160;n10057;2
n160;n1975;5
n160;n139;3
n160;n7525;2
n160;n6302;3
n160;n6291;2
n160;n11787;3
n160;n71;2
n160;n2314;2
n160;n1915;2
n160;n143;3
n160;n3062;3
n160;n12528;2
n160;n1974;2
n160;n186;2
n160;n91;4
n160;n1753;2
n160;n148;5
n160;n10033;4
n160;n10047;3
n160;n6329;6
n160;n6259;2
n160;n108;2
n160;n6197;5
n160;n1887;4
n160;n15026;2
n160;n155;9
n160;n6249;3
n160;n6325;2
n160;n1876;2
n160;n13013;2
n160;n14691;2
n160;n190;3
n160;n12475;5
n160;n1762;4
n160;n14050;8
n160;n1574;2
n160;n7220;8
n160;n10071;4
n160;n1627;4
n160;n15051;3
n160;n6281;5
n160;n14687;3
n160;n10042;2
n160;n89;6
n160;n6225;4
n160;n7523;2
n160;n97;4
n160;n100;16
n160;n1637;3
n160;n1578;2
n160;n1623;10
n160;n1593;4
n160;n117;6
n160;n10698;4
n160;n14052;4
n160;n407;2
n160;n1626;13
n160;n1830;6
n160;n1645;13
n160;n179;5
n160;n6271;5
n160;n1984;2
n160;n174;7
n160;n144;5
n160;n7515;3
n160;n1725;9
n160;n145;3
n160;n12529;3
n160;n6264;2
n160;n1671;2
n160;n1901;2
n160;n3067;5
n160;n3674;3
n160;n106;78
n160;n150;5
n160;n14891;2
n160;n6321;5
n160;n2341;14
n160;n14693;2
n160;n14059;5
n160;n1900;7
n160;n77;12
n160;n1608;3
n160;n12975;6
n160;n17517;2
n160;n14692;2
n160;n1811;2
n160;n6401;2
n160;n14685;4
n160;n1852;2
n160;n141;16
n160;n194;3
n160;n1920;2
n160;n6209;3
n160;n13033;4
n160;n1655;2
n160;n64;12
n160;n1689;2
n160;n113;4
n160;n1798;3
n160;n1960;4
n160;n1976;2
n160;n14694;8
n160;n6246;2
n160;n1647;2
n160;n1864;7
n160;n1965;3
n160;n6334;5
n160;n1579;3
n160;n6278;15
n160;n76;2
n160;n12819;7
n160;n1663;3
n160;n2268;3
n160;n6245;9
n160;n1791;2
n160;n13045;4
n160;n1600;3
n160;n88;4
n160;n9855;3
n160;n14353;2
n160;n14738;4
n160;n1961;5
n160;n2287;5
n160;n1786;5
n160;n2301;3
n160;n12463;2
n160;n6299;3
n160;n157;12
n160;n12004;2
n160;n6237;2
n160;n1859;2
n160;n149;2
n160;n12348;9
n160;n10697;3
n160;n176;59
n160;n1885;4
n160;n6229;2
n160;n111;2
n160;n1770;6
n160;n12006;2
n160;n11489;3
n160;n135;6
n160;n161;12
n160;n14354;2
n160;n6205;2
n160;n1609;4
n160;n6240;3
n160;n6196;2
n160;n6247;6
n160;n7191;2
n160;n82;3
n160;n1936;2
n160;n99;6
n160;n6319;2
n160;n6235;14
n160;n1993;4
n160;n1673;2
n160;n2271;13
n160;n1628;13
n160;n12815;2
n160;n1771;2
n160;n11515;2
n160;n1728;2
n160;n166;9
n160;n163;19
n160;n67;3
n160;n10070;10
n160;n1882;2
n160;n1795;11
n160;n66;7
n160;n14413;2
n160;n14690;2
n160;n14412;9
n160;n12466;2
n160;n412;5
n160;n86;5
n160;n14367;2
n160;n192;2
n160;n1923;3
n160;n6255;9
n160;n6335;2
n160;n1963;2
n160;n1711;3
n160;n12490;2
n160;n11495;2
n160;n7526;2
n160;n1565;5
n160;n1828;2
n160;n107;5
n160;n153;14
n160;n14921;2
n160;n6410;2
n160;n10048;2
n160;n183;3
n160;n110;6
n160;n6208;3
n160;n62;33
n160;n120;4
n160;n6214;8
n160;n165;2
n160;n1591;4
n160;n162;56
n160;n12344;3
n160;n6273;5
n160;n12488;2
n160;n6422;2
n160;n13099;3
n160;n13617;3
n160;n13607;3
n160;n6195;3
n160;n6333;2
n160;n173;3
n160;n1694;2
n160;n11534;2
n160;n172;4
n160;n14421;2
n160;n12998;3
n160;n121;4
n160;n1849;7
n160;n60;7
n160;n3653;4
n160;n1719;5
n160;n12010;2
n160;n6189;3
n160;n8844;3
n160;n6421;3
n160;n1723;3
n160;n73;2
n160;n6294;2
n160;n169;3
n160;n81;3
n160;n12541;2
n160;n12336;2
n160;n6218;2
n160;n1731;2
n160;n102;3
n160;n1668;3
n160;n14727;2
n160;n6187;3
n160;n6233;8
n160;n1868;3
n160;n7529;2
n160;n1758;11
n160;n200;3
n160;n15831;5
n160;n3666;3
n160;n7530;5
n160;n1699;7
n160;n12452;2
n160;n1570;2
n160;n1641;4
n160;n14707;4
n160;n14715;3
n160;n7517;2
n160;n14718;2
n160;n74;7
n160;n70;2
n160;n1737;5
n160;n6199;2
n160;n96;3
n160;n147;11
n160;n6282;5
n160;n7193;7
n160;n1874;5
n160;n3654;3
n160;n13085;4
n160;n1941;4
n160;n12438;2
n160;n6234;5
n160;n12502;5
n160;n7543;2
n160;n122;2
n160;n63;10
n160;n12817;3
n160;n1932;12
n160;n1614;3
n160;n6226;4
n160;n11960;3
n10767;n2250;2
n10767;n8915;2
n10767;n10769;2
n10767;n11748;2
n10767;n15733;3
n10767;n4624;3
n16129;n16975;3
n16129;n16973;2
n16129;n17478;3
n16129;n16976;3
n16129;n8567;2
n16129;n16877;4
n1330;n1306;2
n1330;n1304;2
n1330;n1336;2
n1330;n1405;2
n1330;n8241;3
n1330;n2431;2
n1330;n1333;3
n1330;n1400;3
n1330;n1293;2
n1330;n1325;4
n7139;n5468;9
n7139;n7127;7
n7139;n7133;12
n7139;n7140;10
n7139;n7134;6
n7139;n9841;4
n7139;n7142;10
n7139;n7141;5
n7139;n7137;7
n2644;n9351;2
n2644;n744;2
n2644;n2924;2
n2644;n13330;2
n2644;n2622;2
n2644;n2627;2
n2644;n789;2
n2644;n3882;3
n2644;n670;2
n2644;n2056;3
n2644;n2606;2
n2644;n3832;2
n2644;n2607;4
n2644;n2611;2
n2644;n2628;2
n2644;n7685;2
n2644;n3881;2
n2644;n3223;2
n2644;n13611;2
n2644;n2630;2
n2644;n551;2
n2644;n3236;2
n2644;n724;4
n2644;n2598;2
n2644;n578;2
n2644;n436;2
n2644;n1459;2
n2644;n2613;2
n2644;n3948;5
n2644;n527;2
n2644;n7500;2
n2644;n13405;2
n2644;n661;2
n7134;n7127;11
n7134;n7140;3
n7134;n7133;8
n7134;n5468;2
n7134;n7137;8
n7134;n7142;5
n6477;n2634;2
n6477;n4256;2
n6477;n8755;2
n6477;n3982;3
n6477;n3957;2
n6477;n3594;2
n5750;n5677;2
n5750;n10849;2
n5750;n3948;2
n5750;n4232;2
n5750;n3632;2
n5750;n2104;4
n5750;n3451;2
n5750;n8731;2
n5750;n15260;2
n5750;n3449;2
n5750;n8714;2
n5750;n10245;2
n5750;n3882;2
n3656;n1776;2
n3656;n1572;3
n3656;n1684;3
n3656;n11491;2
n3656;n106;2
n3656;n1722;5
n3656;n3651;2
n3656;n131;3
n3656;n1906;3
n3656;n2341;2
n3656;n14887;2
n3656;n162;3
n3656;n1851;2
n3656;n1831;4
n3656;n127;3
n3656;n141;2
n3656;n1612;3
n3656;n1552;4
n3656;n12319;2
n3656;n1718;6
n3656;n208;2
n3656;n11492;2
n3656;n3671;2
n3656;n1849;2
n3656;n10699;2
n3656;n1663;3
n3656;n1664;2
n3656;n6278;3
n3656;n1871;3
n3656;n1860;2
n3656;n1881;3
n3656;n10037;3
n3656;n1979;3
n3656;n1681;2
n3656;n6435;3
n3656;n10033;2
n3656;n1641;6
n3656;n1570;6
n3656;n1699;5
n3656;n1573;3
n3656;n3666;2
n3656;n1837;2
n3656;n1835;3
n3656;n1876;2
n3656;n1760;4
n3656;n1931;2
n3656;n10042;2
n3656;n6247;5
n3656;n1706;2
n3656;n1727;2
n3656;n11486;2
n3656;n1643;4
n3656;n3667;2
n3656;n1680;3
n3656;n1941;2
n3656;n1932;2
n3656;n1614;2
n3656;n1918;5
n3656;n1585;2
n13486;n11856;3
n13486;n5871;2
n16082;n17204;5
n16082;n16078;7
n16082;n16090;3
n16082;n16354;9
n16082;n16076;2
n16082;n17457;3
n16082;n13721;6
n16082;n13717;18
n16082;n17205;2
n16082;n16074;2
n16082;n16095;5
n16082;n16350;3
n16082;n16089;4
n16082;n16348;2
n16082;n17454;2
n16082;n16353;2
n16082;n10634;5
n16082;n13719;3
n16082;n16081;2
n16082;n16355;5
n16082;n17456;3
n16082;n17202;4
n16082;n16351;8
n16082;n16077;2
n16082;n13715;4
n16082;n16080;4
n16082;n16093;3
n16082;n17452;4
n16082;n13716;11
n16082;n13757;2
n16082;n10636;8
n16082;n17207;5
n16082;n16085;5
n16082;n16094;19
n16082;n13718;10
n16082;n16357;3
n16082;n16075;4
n11982;n11988;2
n11982;n17795;2
n11982;n11981;3
n11982;n17024;3
n11982;n12649;2
n11982;n12646;3
n11982;n11984;2
n11982;n11987;4
n11982;n17636;2
n11982;n11983;2
n11982;n11978;2
n11982;n11990;2
n11982;n11992;4
n11982;n10491;2
n11982;n12650;4
n11982;n12645;3
n11982;n11971;2
n10522;n10495;2
n10522;n15411;3
n10522;n10544;2
n10522;n10521;2
n10522;n4408;2
n10522;n10513;2
n10522;n12074;2
n10522;n10558;2
n10522;n10467;2
n10522;n12078;2
n10522;n10553;2
n10522;n4462;2
n2951;n15360;3
n2951;n2947;3
n2951;n13849;3
n2951;n6135;2
n2951;n1219;3
n2951;n15362;3
n2951;n2963;2
n2951;n2987;2
n2951;n8455;4
n2951;n13256;2
n2951;n5995;2
n2951;n2962;3
n2951;n9056;4
n2951;n6157;3
n2951;n15359;3
n2951;n2931;5
n2951;n5990;4
n2951;n7717;2
n2951;n15358;3
n2951;n11797;5
n2951;n2069;2
n2951;n2953;2
n2951;n11423;3
n2951;n1159;3
n2951;n1283;2
n2951;n2828;2
n2951;n2957;5
n14987;n5928;2
n14987;n3049;5
n14987;n11856;2
n14987;n12716;4
n13909;n1067;2
n13909;n729;2
n13909;n3187;2
n13909;n3077;2
n13909;n452;2
n13909;n8474;2
n17273;n17040;2
n17273;n17327;2
n17273;n15823;3
n17302;n17656;3
n3865;n9960;3
n3865;n3893;2
n3865;n3869;3
n3865;n11121;5
n3865;n2611;2
n3865;n670;2
n3865;n7169;2
n8113;n15261;2
n8113;n8112;3
n8113;n3282;3
n8113;n8110;2
n8113;n774;2
n8113;n7856;2
n8113;n3596;2
n8113;n3521;3
n8113;n10150;2
n16551;n2460;2
n16551;n12560;2
n16551;n16264;2
n16551;n8373;3
n11206;n4613;2
n11206;n5920;2
n5123;n5124;2
n5123;n9953;2
n5123;n14617;2
n5123;n9703;2
n5123;n9189;2
n5123;n260;2
n5123;n5130;2
n5123;n304;2
n5123;n5117;2
n5123;n9691;2
n5123;n14673;12
n5123;n14755;2
n5123;n5129;3
n5123;n15133;2
n5123;n15134;2
n5123;n268;3
n5123;n5157;3
n5123;n967;4
n5123;n9519;2
n5123;n15095;2
n5123;n9125;2
n5123;n5144;2
n5123;n14616;3
n5123;n2201;2
n5123;n9521;2
n5123;n14670;2
n5123;n8947;2
n5123;n5116;2
n5123;n2238;4
n5123;n5125;3
n5123;n9662;2
n9384;n7167;7
n13436;n4623;2
n13436;n17254;2
n13436;n1482;2
n11700;n11707;3
n11700;n11701;2
n11700;n14194;2
n11700;n14202;2
n11700;n14567;2
n11700;n11686;2
n11700;n14577;2
n11700;n14178;2
n11700;n11703;2
n11700;n14191;2
n11700;n11744;2
n11700;n14557;2
n11700;n11760;2
n11700;n14184;2
n11700;n14560;3
n11700;n14561;2
n11700;n11656;2
n11700;n14568;2
n11700;n14181;2
n11700;n11691;2
n11700;n14179;3
n11700;n14538;2
n11700;n14574;3
n11700;n14563;2
n9687;n2229;2
n9687;n9665;2
n1640;n1593;2
n1640;n1637;16
n1640;n1578;3
n1640;n1645;6
n1640;n1830;2
n1640;n12363;4
n1640;n407;14
n1640;n1566;3
n1640;n1626;7
n1640;n117;3
n1640;n2340;2
n1640;n1952;4
n1640;n1876;3
n1640;n12368;3
n1640;n12016;4
n1640;n6239;3
n1640;n7513;2
n1640;n7220;2
n1640;n10033;2
n1640;n1767;2
n1640;n6259;3
n1640;n6407;4
n1640;n11787;4
n1640;n1989;5
n1640;n12000;2
n1640;n7525;4
n1640;n3676;2
n1640;n91;4
n1640;n1753;4
n1640;n92;2
n1640;n1838;2
n1640;n1862;2
n1640;n6437;3
n1640;n1553;21
n1640;n10062;4
n1640;n181;5
n1640;n128;9
n1640;n1632;7
n1640;n2273;6
n1640;n8840;2
n1640;n1821;3
n1640;n168;4
n1640;n1557;3
n1640;n1757;3
n1640;n1785;6
n1640;n1801;3
n1640;n1851;2
n1640;n3655;3
n1640;n1777;2
n1640;n1807;3
n1640;n6430;2
n1640;n13057;5
n1640;n2355;3
n1640;n158;4
n1640;n1846;3
n1640;n12446;2
n1640;n3663;8
n1640;n1848;3
n1640;n1782;3
n1640;n1584;3
n1640;n1636;12
n1640;n12013;12
n1640;n1738;5
n1640;n1906;2
n1640;n7519;2
n1640;n2308;2
n1640;n2313;8
n1640;n2272;2
n1640;n105;2
n1640;n1750;19
n1640;n3659;5
n1640;n1950;17
n1640;n1739;16
n1640;n1743;10
n1640;n1905;2
n1640;n6266;4
n1640;n2348;3
n1640;n14063;2
n1640;n6277;2
n1640;n1639;9
n1640;n1644;12
n1640;n1715;5
n1640;n1682;2
n1640;n1760;2
n1640;n12458;2
n1640;n14922;4
n1640;n12511;2
n1640;n10032;2
n1640;n11486;4
n1640;n1687;5
n1640;n170;3
n1640;n12457;2
n1640;n2276;8
n1640;n1997;2
n1640;n2316;8
n1640;n3677;3
n1640;n1890;3
n1640;n2322;2
n1640;n1713;2
n1640;n9451;2
n1640;n10026;13
n1640;n12008;3
n1640;n2333;10
n1640;n12001;6
n1640;n1573;5
n1640;n1804;11
n1640;n10040;2
n1640;n140;4
n1640;n6279;4
n1640;n1972;3
n1640;n13021;2
n1640;n1718;6
n1640;n6318;2
n1640;n151;2
n1640;n6224;3
n1640;n11511;2
n1640;n1875;3
n1640;n1766;2
n1640;n1879;7
n1640;n12015;3
n1640;n1840;6
n1640;n6258;4
n1640;n1880;2
n1640;n1815;4
n1640;n12497;3
n1640;n164;7
n1640;n127;24
n1640;n1642;8
n1640;n1797;2
n1640;n13081;2
n1640;n177;17
n1640;n1598;3
n1640;n7550;2
n1640;n1674;4
n1640;n1666;5
n1640;n6425;2
n1640;n1551;8
n1640;n1810;2
n1640;n11967;2
n1640;n1631;4
n1640;n1564;5
n1640;n6241;3
n1640;n11953;2
n1640;n1741;4
n1640;n133;6
n1640;n131;4
n1640;n2293;3
n1640;n1688;55
n1640;n1734;2
n1640;n6301;4
n1640;n2298;3
n1640;n1751;2
n1640;n2347;2
n1640;n1630;2
n1640;n1603;14
n1640;n6338;2
n1640;n1684;4
n1640;n1747;2
n1640;n1796;6
n1640;n1895;3
n1640;n12450;2
n1640;n1813;2
n1640;n12438;2
n1640;n10049;2
n1640;n1941;2
n1640;n12481;2
n1640;n1614;2
n1640;n6226;4
n1640;n14717;3
n1640;n7543;2
n1640;n1599;3
n1640;n10702;5
n1640;n7517;2
n1640;n2297;3
